"","chrom","window_start","window_end","sites_total","calls","hets","hetpkb","winlen","merge_start","sample","subpop"
"870","NW_006726355.1",2000001,2746628,288692,277320,277,0.998846098370114,746628,858891900,"ENPAK19","AK"
"871","NW_006726366.1",1,1000000,420790,407570,635,1.55801457418358,1e+06,859638528,"ENPAK19","AK"
"872","NW_006726366.1",1000001,2000000,374685,357878,810,2.26334113860031,1e+06,860638528,"ENPAK19","AK"
"873","NW_006726366.1",2000001,2670928,280327,265640,493,1.85589519650655,670928,861638528,"ENPAK19","AK"
"874","NW_006726377.1",1,1000000,342056,328278,238,0.724995278392095,1e+06,862309456,"ENPAK19","AK"
"875","NW_006726377.1",1000001,2000000,406839,384557,413,1.07396302758759,1e+06,863309456,"ENPAK19","AK"
"876","NW_006726388.1",1,1000000,434637,418313,670,1.60167147566535,1e+06,864309456,"ENPAK19","AK"
"877","NW_006726388.1",1000001,2000000,333649,314176,699,2.22486759014056,1e+06,865309456,"ENPAK19","AK"
"878","NW_006726388.1",2000001,2598771,253318,242720,617,2.54202373104812,598771,866309456,"ENPAK19","AK"
"879","NW_006726399.1",1,1000000,430790,417430,1147,2.74776609251851,1e+06,866908227,"ENPAK19","AK"
"880","NW_006726399.1",1000001,2000000,445145,432082,678,1.56914659717368,1e+06,867908227,"ENPAK19","AK"
"881","NW_006726399.1",2000001,2966312,394537,383056,359,0.937199782799382,966312,868908227,"ENPAK19","AK"
"882","NW_006726410.1",1,1000000,301012,286608,184,0.64199184949478,1e+06,869874539,"ENPAK19","AK"
"883","NW_006726410.1",1000001,2000000,268546,254993,67,0.262752310847749,1e+06,870874539,"ENPAK19","AK"
"884","NW_006726421.1",1,1000000,445036,431761,586,1.35723235771642,1e+06,871874539,"ENPAK19","AK"
"885","NW_006726421.1",1000001,2000000,470080,456087,529,1.15986642899271,1e+06,872874539,"ENPAK19","AK"
"886","NW_006726421.1",2000001,2859116,366200,354268,667,1.88275542809399,859116,873874539,"ENPAK19","AK"
"887","NW_006726443.1",1,1000000,437699,421946,883,2.09268484592815,1e+06,874733655,"ENPAK19","AK"
"888","NW_006726443.1",1000001,2000000,421054,403753,605,1.49844087845787,1e+06,875733655,"ENPAK19","AK"
"889","NW_006726443.1",2000001,2386488,209570,199546,347,1.73894741062211,386488,876733655,"ENPAK19","AK"
"890","NW_006726454.1",1,1000000,384862,366100,945,2.58126195028681,1e+06,877120143,"ENPAK19","AK"
"891","NW_006726454.1",1000001,2000000,356058,339181,380,1.12034577408522,1e+06,878120143,"ENPAK19","AK"
"892","NW_006726465.1",1,1000000,353019,339718,356,1.04792798733067,1e+06,879120143,"ENPAK19","AK"
"893","NW_006726465.1",1000001,2000000,398651,386541,315,0.814920021420755,1e+06,880120143,"ENPAK19","AK"
"894","NW_006726465.1",2000001,3000000,354105,342265,197,0.575577403473916,1e+06,881120143,"ENPAK19","AK"
"895","NW_006726465.1",3000001,4000000,415665,403693,610,1.51104923791099,1e+06,882120143,"ENPAK19","AK"
"896","NW_006726465.1",4000001,5000000,407333,392659,780,1.98645644184903,1e+06,883120143,"ENPAK19","AK"
"897","NW_006726465.1",5000001,6000000,363254,347889,567,1.62983020446177,1e+06,884120143,"ENPAK19","AK"
"898","NW_006726465.1",6000001,7000000,374653,356163,630,1.76885302515983,1e+06,885120143,"ENPAK19","AK"
"899","NW_006726465.1",7000001,8000000,367439,353151,800,2.26531993396592,1e+06,886120143,"ENPAK19","AK"
"900","NW_006726465.1",8000001,9000000,390378,375917,457,1.21569388987463,1e+06,887120143,"ENPAK19","AK"
"901","NW_006726465.1",9000001,10000000,395063,381285,566,1.48445388620061,1e+06,888120143,"ENPAK19","AK"
"902","NW_006726465.1",10000001,11000000,418605,406138,807,1.98700934165234,1e+06,889120143,"ENPAK19","AK"
"903","NW_006726465.1",11000001,12000000,340852,329702,600,1.81982517546148,1e+06,890120143,"ENPAK19","AK"
"904","NW_006726465.1",12000001,13000000,376317,361937,315,0.870317209901171,1e+06,891120143,"ENPAK19","AK"
"905","NW_006726465.1",13000001,14000000,421872,403239,713,1.76818214508021,1e+06,892120143,"ENPAK19","AK"
"906","NW_006726465.1",14000001,15000000,389876,375563,503,1.33932256372433,1e+06,893120143,"ENPAK19","AK"
"907","NW_006726465.1",15000001,16000000,399380,383679,435,1.13376025271125,1e+06,894120143,"ENPAK19","AK"
"908","NW_006726465.1",16000001,17000000,402616,387772,732,1.88770720939109,1e+06,895120143,"ENPAK19","AK"
"909","NW_006726465.1",17000001,18000000,324297,311848,547,1.75405967009569,1e+06,896120143,"ENPAK19","AK"
"910","NW_006726465.1",18000001,19000000,370104,356198,422,1.18473433315179,1e+06,897120143,"ENPAK19","AK"
"911","NW_006726465.1",19000001,20000000,330251,312234,482,1.54371400936477,1e+06,898120143,"ENPAK19","AK"
"912","NW_006726466.1",1,1000000,324715,308141,608,1.97312269383172,1e+06,899120143,"ENPAK19","AK"
"913","NW_006726466.1",1000001,2000000,285898,271753,355,1.3063333247471,1e+06,900120143,"ENPAK19","AK"
"914","NW_006726477.1",1,1000000,398289,382567,810,2.1172761895302,1e+06,901120143,"ENPAK19","AK"
"915","NW_006726477.1",1000001,2000000,344012,320064,884,2.7619476104779,1e+06,902120143,"ENPAK19","AK"
"916","NW_006726488.1",1,1000000,204639,198279,274,1.38189117354838,1e+06,903120143,"ENPAK19","AK"
"917","NW_006726488.1",1000001,2000000,243012,236139,135,0.571697178356815,1e+06,904120143,"ENPAK19","AK"
"918","NW_006726499.1",1,1000000,397891,383445,719,1.87510594739793,1e+06,905120143,"ENPAK19","AK"
"919","NW_006726499.1",1000001,2000000,305756,290317,713,2.45593609743832,1e+06,906120143,"ENPAK19","AK"
"920","NW_006726510.1",1,1000000,393521,382150,454,1.18801517728641,1e+06,907120143,"ENPAK19","AK"
"921","NW_006726510.1",1000001,2000000,450031,437206,558,1.27628623577902,1e+06,908120143,"ENPAK19","AK"
"922","NW_006726521.1",1,1000000,247037,240736,96,0.398777083610262,1e+06,909120143,"ENPAK19","AK"
"923","NW_006726532.1",1,1000000,431798,411926,659,1.59980190616761,1e+06,910120143,"ENPAK19","AK"
"924","NW_006726532.1",1000001,2000000,391648,373899,352,0.941430707223074,1e+06,911120143,"ENPAK19","AK"
"925","NW_006726543.1",1,1000000,425997,413310,612,1.48072875081658,1e+06,912120143,"ENPAK19","AK"
"926","NW_006726543.1",1000001,2000000,443849,428686,1023,2.38636204587973,1e+06,913120143,"ENPAK19","AK"
"927","NW_006726554.1",1,1000000,333455,325135,466,1.43325080351239,1e+06,914120143,"ENPAK19","AK"
"928","NW_006726554.1",1000001,2000000,399950,387611,581,1.49892546909143,1e+06,915120143,"ENPAK19","AK"
"929","NW_006726565.1",1,1000000,483852,468346,781,1.66757055681056,1e+06,916120143,"ENPAK19","AK"
"930","NW_006726565.1",1000001,2000000,414115,398710,599,1.50234506282762,1e+06,917120143,"ENPAK19","AK"
"931","NW_006726576.1",1,1000000,390024,372427,641,1.72114266688505,1e+06,918120143,"ENPAK19","AK"
"932","NW_006726576.1",1000001,2000000,431456,413960,1009,2.43743356846072,1e+06,919120143,"ENPAK19","AK"
"933","NW_006726576.1",2000001,3000000,356563,342239,331,0.967160376228308,1e+06,920120143,"ENPAK19","AK"
"934","NW_006726576.1",3000001,4000000,370667,356735,599,1.67911755224466,1e+06,921120143,"ENPAK19","AK"
"935","NW_006726576.1",4000001,5000000,402737,386677,684,1.76891824442623,1e+06,922120143,"ENPAK19","AK"
"936","NW_006726576.1",5000001,6000000,338100,321675,485,1.507732960286,1e+06,923120143,"ENPAK19","AK"
"937","NW_006726576.1",6000001,7000000,349234,315825,674,2.13409324784295,1e+06,924120143,"ENPAK19","AK"
"938","NW_006726576.1",7000001,8000000,311397,292385,444,1.51854575303111,1e+06,925120143,"ENPAK19","AK"
"939","NW_006726576.1",8000001,9000000,324027,304267,371,1.21932381756812,1e+06,926120143,"ENPAK19","AK"
"940","NW_006726576.1",9000001,10000000,346501,326269,370,1.13403357352369,1e+06,927120143,"ENPAK19","AK"
"941","NW_006726576.1",10000001,11000000,435232,410919,757,1.84221221213913,1e+06,928120143,"ENPAK19","AK"
"942","NW_006726576.1",11000001,12000000,342139,320705,467,1.45616688233735,1e+06,929120143,"ENPAK19","AK"
"943","NW_006726576.1",12000001,13000000,349432,330255,281,0.850857670587879,1e+06,930120143,"ENPAK19","AK"
"944","NW_006726576.1",13000001,14000000,404348,389928,870,2.23118114113375,1e+06,931120143,"ENPAK19","AK"
"945","NW_006726576.1",14000001,15000000,435862,423554,747,1.76364761045817,1e+06,932120143,"ENPAK19","AK"
"946","NW_006726576.1",15000001,16000000,465455,452469,918,2.02886827605869,1e+06,933120143,"ENPAK19","AK"
"947","NW_006726576.1",16000001,17000000,458122,438343,638,1.45548120992009,1e+06,934120143,"ENPAK19","AK"
"948","NW_006726576.1",17000001,18000000,422351,406215,817,2.01125020001723,1e+06,935120143,"ENPAK19","AK"
"949","NW_006726576.1",18000001,19000000,390329,375739,889,2.36600406132981,1e+06,936120143,"ENPAK19","AK"
"950","NW_006726576.1",19000001,20000000,423820,409272,991,2.42137258351414,1e+06,937120143,"ENPAK19","AK"
"951","NW_006726577.1",1,1000000,408269,386483,253,0.654621289940308,1e+06,938120143,"ENPAK19","AK"
"952","NW_006726577.1",1000001,1995811,372246,351385,285,0.811076170012949,995811,939120143,"ENPAK19","AK"
"953","NW_006726588.1",1,1000000,331815,324808,296,0.911307603261003,1e+06,940115954,"ENPAK19","AK"
"954","NW_006726588.1",1000001,1994309,242746,237206,132,0.556478335286628,994309,941115954,"ENPAK19","AK"
"955","NW_006726599.1",1,1000000,297838,287706,392,1.36250199856798,1e+06,942110263,"ENPAK19","AK"
"956","NW_006726599.1",1000001,1989929,365600,352950,746,2.11361382632101,989929,943110263,"ENPAK19","AK"
"957","NW_006726610.1",1,1000000,216634,212010,111,0.523560209424084,1e+06,944100192,"ENPAK19","AK"
"958","NW_006726610.1",1000001,1981291,319897,311923,372,1.19260202037041,981291,945100192,"ENPAK19","AK"
"959","NW_006726621.1",1,1000000,403836,389695,438,1.12395591424062,1e+06,946081483,"ENPAK19","AK"
"960","NW_006726621.1",1000001,1979221,340770,329746,303,0.918889084325511,979221,947081483,"ENPAK19","AK"
"961","NW_006726632.1",1,1000000,346632,333649,341,1.02203213556762,1e+06,948060704,"ENPAK19","AK"
"962","NW_006726632.1",1000001,2000000,314694,300099,249,0.829726190357182,1e+06,949060704,"ENPAK19","AK"
"963","NW_006726632.1",2000001,3000000,291657,279610,259,0.926290189907371,1e+06,950060704,"ENPAK19","AK"
"964","NW_006726643.1",1,1000000,380564,365837,641,1.75214644773492,1e+06,951060704,"ENPAK19","AK"
"965","NW_006726643.1",1000001,1943959,375175,360709,466,1.29190011893244,943959,952060704,"ENPAK19","AK"
"966","NW_006726665.1",1,1000000,384457,372436,1042,2.79779613141587,1e+06,953004663,"ENPAK19","AK"
"967","NW_006726665.1",1000001,1920389,377211,365392,969,2.65194640276744,920389,954004663,"ENPAK19","AK"
"968","NW_006726676.1",1,1000000,335529,315044,394,1.25061896116098,1e+06,954925052,"ENPAK19","AK"
"969","NW_006726676.1",1000001,1916457,294391,281499,283,1.00533216814269,916457,955925052,"ENPAK19","AK"
"970","NW_006726687.1",1,1000000,334525,317756,783,2.46415488613905,1e+06,956841509,"ENPAK19","AK"
"971","NW_006726687.1",1000001,2000000,345525,330331,583,1.76489642207362,1e+06,957841509,"ENPAK19","AK"
"972","NW_006726687.1",2000001,3000000,365458,350397,730,2.08335117024404,1e+06,958841509,"ENPAK19","AK"
"973","NW_006726687.1",3000001,4000000,383237,369533,1076,2.91178325075162,1e+06,959841509,"ENPAK19","AK"
"974","NW_006726687.1",4000001,5000000,423475,411110,521,1.26730072243438,1e+06,960841509,"ENPAK19","AK"
"975","NW_006726687.1",5000001,6000000,340427,329157,433,1.31548166984144,1e+06,961841509,"ENPAK19","AK"
"976","NW_006726687.1",6000001,7000000,448455,434421,811,1.86685266135845,1e+06,962841509,"ENPAK19","AK"
"977","NW_006726687.1",7000001,8000000,490081,477311,596,1.24866177397965,1e+06,963841509,"ENPAK19","AK"
"978","NW_006726687.1",8000001,9000000,525918,508779,774,1.52128920415347,1e+06,964841509,"ENPAK19","AK"
"979","NW_006726687.1",9000001,10000000,473651,459205,415,0.903735804270424,1e+06,965841509,"ENPAK19","AK"
"980","NW_006726687.1",10000001,11000000,464294,452544,285,0.629773016546457,1e+06,966841509,"ENPAK19","AK"
"981","NW_006726687.1",11000001,12000000,368760,351326,573,1.63096383415973,1e+06,967841509,"ENPAK19","AK"
"982","NW_006726687.1",12000001,13000000,364691,344035,656,1.90678274012818,1e+06,968841509,"ENPAK19","AK"
"983","NW_006726687.1",13000001,14000000,307661,287652,406,1.41142769735653,1e+06,969841509,"ENPAK19","AK"
"984","NW_006726687.1",14000001,15000000,322755,304423,533,1.75085325353209,1e+06,970841509,"ENPAK19","AK"
"985","NW_006726687.1",15000001,16000000,331247,315226,790,2.50613845304639,1e+06,971841509,"ENPAK19","AK"
"986","NW_006726687.1",16000001,17000000,363218,344854,924,2.67939475836151,1e+06,972841509,"ENPAK19","AK"
"987","NW_006726687.1",17000001,18000000,377046,360190,323,0.896748938060468,1e+06,973841509,"ENPAK19","AK"
"988","NW_006726687.1",18000001,19000000,409815,392392,664,1.69218536565475,1e+06,974841509,"ENPAK19","AK"
"989","NW_006726687.1",19000001,20000000,358664,343842,468,1.36109026820458,1e+06,975841509,"ENPAK19","AK"
"990","NW_006726688.1",1,1000000,361932,346017,832,2.40450613698171,1e+06,976841509,"ENPAK19","AK"
"991","NW_006726688.1",1000001,1895670,310916,296534,243,0.819467582132234,895670,977841509,"ENPAK19","AK"
"992","NW_006726699.1",1,1000000,307566,293567,1176,4.0058998456911,1e+06,978737179,"ENPAK19","AK"
"993","NW_006726699.1",1000001,2000000,330347,314418,770,2.44896920659759,1e+06,979737179,"ENPAK19","AK"
"994","NW_006726699.1",2000001,2692675,208341,202578,489,2.41388502206557,692675,980737179,"ENPAK19","AK"
"995","NW_006726710.1",1,1000000,324838,314457,426,1.35471622511186,1e+06,981429854,"ENPAK19","AK"
"996","NW_006726710.1",1000001,1877528,333287,324390,396,1.22075279755849,877528,982429854,"ENPAK19","AK"
"997","NW_006726721.1",1,1000000,290894,273481,239,0.873918114969596,1e+06,983307382,"ENPAK19","AK"
"998","NW_006726721.1",1000001,2000000,285634,267815,572,2.13580269962474,1e+06,984307382,"ENPAK19","AK"
"999","NW_006726721.1",2000001,3000000,321033,302072,472,1.56254138086284,1e+06,985307382,"ENPAK19","AK"
"1000","NW_006726721.1",3000001,4000000,388189,372038,765,2.05624156672168,1e+06,986307382,"ENPAK19","AK"
"1001","NW_006726732.1",1,1000000,364208,351026,628,1.78904126759841,1e+06,987307382,"ENPAK19","AK"
"1002","NW_006726732.1",1000001,1851816,374956,364568,835,2.29038204121042,851816,988307382,"ENPAK19","AK"
"1003","NW_006726743.1",1,1000000,323871,316995,367,1.15774696761779,1e+06,989159198,"ENPAK19","AK"
"1004","NW_006726743.1",1000001,1805587,233121,227618,140,0.615065592352099,805587,990159198,"ENPAK19","AK"
"1005","NW_006726754.1",1,1000000,322510,304852,369,1.21042341857688,1e+06,990964785,"ENPAK19","AK"
"1006","NW_006726754.1",1000001,1773451,269589,252034,232,0.920510724743487,773451,991964785,"ENPAK19","AK"
"1007","NW_006726765.1",1,1000000,450318,437524,593,1.35535422056847,1e+06,992738236,"ENPAK19","AK"
"1008","NW_006726765.1",1000001,1769164,332353,323934,553,1.70713787376441,769164,993738236,"ENPAK19","AK"
"1009","NW_006726776.1",1,1000000,279043,272844,217,0.79532626702438,1e+06,994507400,"ENPAK19","AK"
"1010","NW_006726776.1",1000001,1763487,233984,229243,105,0.458029252801612,763487,995507400,"ENPAK19","AK"
"1011","NW_006726787.1",1,1000000,292340,284552,292,1.02617447777559,1e+06,996270887,"ENPAK19","AK"
"1012","NW_006726787.1",1000001,1731769,214611,209510,133,0.634814567323755,731769,997270887,"ENPAK19","AK"
"1013","NW_006726798.1",1,1000000,357694,347090,366,1.05448154657293,1e+06,998002656,"ENPAK19","AK"
"1014","NW_006726798.1",1000001,2000000,441191,426684,491,1.15073450141088,1e+06,999002656,"ENPAK19","AK"
"1015","NW_006726798.1",2000001,3000000,412636,397504,690,1.73583158911608,1e+06,1000002656,"ENPAK19","AK"
"1016","NW_006726798.1",3000001,4000000,360204,345935,401,1.15917730209432,1e+06,1001002656,"ENPAK19","AK"
"1017","NW_006726798.1",4000001,5000000,402798,382308,588,1.53802693116545,1e+06,1002002656,"ENPAK19","AK"
"1018","NW_006726798.1",5000001,6000000,438575,414556,626,1.51004930576327,1e+06,1003002656,"ENPAK19","AK"
"1019","NW_006726798.1",6000001,7000000,402990,380870,380,0.997715756032242,1e+06,1004002656,"ENPAK19","AK"
"1020","NW_006726798.1",7000001,8000000,425601,407921,981,2.40487741498967,1e+06,1005002656,"ENPAK19","AK"
"1021","NW_006726798.1",8000001,9000000,410420,390004,883,2.26407934277597,1e+06,1006002656,"ENPAK19","AK"
"1022","NW_006726798.1",9000001,10000000,382882,367568,363,0.98757236756192,1e+06,1007002656,"ENPAK19","AK"
"1023","NW_006726798.1",10000001,11000000,406459,390681,929,2.3778991043844,1e+06,1008002656,"ENPAK19","AK"
"1024","NW_006726798.1",11000001,12000000,475575,461731,520,1.12619685487871,1e+06,1009002656,"ENPAK19","AK"
"1025","NW_006726798.1",12000001,13000000,419838,406170,621,1.52891646354975,1e+06,1010002656,"ENPAK19","AK"
"1026","NW_006726798.1",13000001,14000000,394521,377427,807,2.13816181672217,1e+06,1011002656,"ENPAK19","AK"
"1027","NW_006726798.1",14000001,15000000,391631,370982,501,1.35046983411594,1e+06,1012002656,"ENPAK19","AK"
"1028","NW_006726798.1",15000001,16000000,333870,313824,618,1.96925665341083,1e+06,1013002656,"ENPAK19","AK"
"1029","NW_006726798.1",16000001,17000000,351256,330885,420,1.2693231787479,1e+06,1014002656,"ENPAK19","AK"
"1030","NW_006726798.1",17000001,18000000,416858,393629,691,1.75546009059292,1e+06,1015002656,"ENPAK19","AK"
"1031","NW_006726798.1",18000001,19000000,331777,316255,298,0.942277592449131,1e+06,1016002656,"ENPAK19","AK"
"1032","NW_006726798.1",19000001,20000000,337861,325579,871,2.67523396779276,1e+06,1017002656,"ENPAK19","AK"
"1033","NW_006726798.1",20000001,21000000,477088,452624,669,1.47804800452473,1e+06,1018002656,"ENPAK19","AK"
"1034","NW_006726798.1",21000001,22000000,430060,412308,694,1.68320769909873,1e+06,1019002656,"ENPAK19","AK"
"1035","NW_006726798.1",22000001,23000000,345956,331857,298,0.89797714075641,1e+06,1020002656,"ENPAK19","AK"
"1036","NW_006726798.1",23000001,24000000,357687,340306,651,1.91298419657602,1e+06,1021002656,"ENPAK19","AK"
"1037","NW_006726798.1",24000001,25000000,403575,384740,294,0.764152414617664,1e+06,1022002656,"ENPAK19","AK"
"1038","NW_006726798.1",25000001,26000000,298491,281923,394,1.3975447196575,1e+06,1023002656,"ENPAK19","AK"
"1039","NW_006726798.1",26000001,27000000,371183,349691,466,1.33260507133441,1e+06,1024002656,"ENPAK19","AK"
"1040","NW_006726798.1",27000001,28000000,377225,358360,653,1.82218997655988,1e+06,1025002656,"ENPAK19","AK"
"1041","NW_006726798.1",28000001,29000000,353428,337569,635,1.88109690167047,1e+06,1026002656,"ENPAK19","AK"
"1042","NW_006726798.1",29000001,30000000,400754,386463,835,2.1606208097541,1e+06,1027002656,"ENPAK19","AK"
"1043","NW_006726799.1",1,1000000,230727,224326,84,0.374455034191311,1e+06,1028002656,"ENPAK19","AK"
"1044","NW_006726810.1",1,1000000,352816,341418,491,1.43811984136747,1e+06,1029002656,"ENPAK19","AK"
"1045","NW_006726810.1",1000001,1671847,298655,288963,626,2.16636732038358,671847,1030002656,"ENPAK19","AK"
"1046","NW_006726821.1",1,1000000,324992,312600,732,2.34165067178503,1e+06,1030674503,"ENPAK19","AK"
"1047","NW_006726821.1",1000001,1674992,234780,224539,223,0.993145956827099,674992,1031674503,"ENPAK19","AK"
"1048","NW_006726832.1",1,1000000,428504,412046,911,2.21091819845357,1e+06,1032349495,"ENPAK19","AK"
"1049","NW_006726843.1",1,1000000,329753,317038,408,1.28691197900567,1e+06,1033349495,"ENPAK19","AK"
"1050","NW_006726843.1",1000001,1628335,206758,198529,38,0.191407804401372,628335,1034349495,"ENPAK19","AK"
"1051","NW_006726854.1",1,1000000,311387,296297,755,2.5481189482175,1e+06,1034977830,"ENPAK19","AK"
"1052","NW_006726865.1",1,1000000,353652,341167,606,1.77625620297391,1e+06,1035977830,"ENPAK19","AK"
"1053","NW_006726865.1",1000001,1607107,250520,241699,482,1.99421594628029,607107,1036977830,"ENPAK19","AK"
"1054","NW_006726876.1",1,1000000,321528,300582,455,1.51373003040768,1e+06,1037584937,"ENPAK19","AK"
"1055","NW_006726887.1",1,1000000,345260,329685,710,2.15357083276461,1e+06,1038584937,"ENPAK19","AK"
"1056","NW_006726887.1",1000001,1564062,200823,189244,358,1.89173765086344,564062,1039584937,"ENPAK19","AK"
"1057","NW_006726898.1",1,1000000,306520,299704,179,0.59725595921309,1e+06,1040148999,"ENPAK19","AK"
"1058","NW_006726909.1",1,1000000,364680,347624,733,2.10860009665616,1e+06,1041148999,"ENPAK19","AK"
"1059","NW_006726909.1",1000001,2000000,403655,387008,669,1.72864643624938,1e+06,1042148999,"ENPAK19","AK"
"1060","NW_006726909.1",2000001,3000000,352543,332888,452,1.35781403955685,1e+06,1043148999,"ENPAK19","AK"
"1061","NW_006726909.1",3000001,4000000,406047,385054,753,1.95556986812239,1e+06,1044148999,"ENPAK19","AK"
"1062","NW_006726909.1",4000001,5000000,384401,364444,290,0.795732677722778,1e+06,1045148999,"ENPAK19","AK"
"1063","NW_006726909.1",5000001,6000000,385804,368831,878,2.38049404740925,1e+06,1046148999,"ENPAK19","AK"
"1064","NW_006726909.1",6000001,7000000,380235,364664,539,1.47807296579865,1e+06,1047148999,"ENPAK19","AK"
"1065","NW_006726909.1",7000001,8000000,421215,408005,564,1.3823360007843,1e+06,1048148999,"ENPAK19","AK"
"1066","NW_006726909.1",8000001,9000000,450555,436404,862,1.9752339575256,1e+06,1049148999,"ENPAK19","AK"
"1067","NW_006726909.1",9000001,10000000,393760,375108,616,1.64219371487678,1e+06,1050148999,"ENPAK19","AK"
"1068","NW_006726909.1",10000001,11000000,334831,315064,469,1.48858644592845,1e+06,1051148999,"ENPAK19","AK"
"1069","NW_006726909.1",11000001,12000000,367602,346790,423,1.21975835520055,1e+06,1052148999,"ENPAK19","AK"
"1070","NW_006726909.1",12000001,13000000,365786,345001,563,1.63187932788601,1e+06,1053148999,"ENPAK19","AK"
"1071","NW_006726909.1",13000001,14000000,398685,378201,565,1.49391461154254,1e+06,1054148999,"ENPAK19","AK"
"1072","NW_006726909.1",14000001,15000000,331237,313724,828,2.63926253649705,1e+06,1055148999,"ENPAK19","AK"
"1073","NW_006726909.1",15000001,16000000,370457,355814,489,1.37431354584137,1e+06,1056148999,"ENPAK19","AK"
"1074","NW_006726909.1",16000001,17000000,448248,434632,801,1.84293839385963,1e+06,1057148999,"ENPAK19","AK"
"1075","NW_006726909.1",17000001,18000000,420130,405791,916,2.25731965469909,1e+06,1058148999,"ENPAK19","AK"
"1076","NW_006726909.1",18000001,19000000,445623,432658,318,0.734991610001433,1e+06,1059148999,"ENPAK19","AK"
"1077","NW_006726909.1",19000001,20000000,377860,362299,534,1.47392071189818,1e+06,1060148999,"ENPAK19","AK"
"1078","NW_006726910.1",1,1000000,283320,273016,550,2.0145339467284,1e+06,1061148999,"ENPAK19","AK"
"1079","NW_006726910.1",1000001,1511774,236736,230049,504,2.19083760416259,511774,1062148999,"ENPAK19","AK"
"1080","NW_006726921.1",1,1000000,351364,330738,419,1.26686380155894,1e+06,1062660773,"ENPAK19","AK"
"1081","NW_006726932.1",1,1000000,285844,279695,238,0.850926902518815,1e+06,1063660773,"ENPAK19","AK"
"1082","NW_006726943.1",1,1000000,224846,212343,43,0.202502554828744,1e+06,1064660773,"ENPAK19","AK"
"1083","NW_006726954.1",1,1000000,379895,364969,402,1.10146341196102,1e+06,1065660773,"ENPAK19","AK"
"1084","NW_006726965.1",1,1000000,382959,371572,795,2.13955841667295,1e+06,1066660773,"ENPAK19","AK"
"1085","NW_006726976.1",1,1000000,312465,300927,439,1.45882556234569,1e+06,1067660773,"ENPAK19","AK"
"1086","NW_006726987.1",1,1000000,269395,262330,137,0.522242976403766,1e+06,1068660773,"ENPAK19","AK"
"1087","NW_006726998.1",1,1000000,340193,331392,754,2.27525106218617,1e+06,1069660773,"ENPAK19","AK"
"1088","NW_006727009.1",1,1000000,242221,236430,109,0.461024404686377,1e+06,1070660773,"ENPAK19","AK"
"1089","NW_006727020.1",1,1000000,419565,400803,800,1.99599304396424,1e+06,1071660773,"ENPAK19","AK"
"1090","NW_006727020.1",1000001,2000000,478805,459142,947,2.06254274276803,1e+06,1072660773,"ENPAK19","AK"
"1091","NW_006727020.1",2000001,3000000,404164,389627,551,1.41417304242262,1e+06,1073660773,"ENPAK19","AK"
"1092","NW_006727020.1",3000001,4000000,457960,446084,578,1.29572008859318,1e+06,1074660773,"ENPAK19","AK"
"1093","NW_006727020.1",4000001,5000000,424327,412619,246,0.596191644107518,1e+06,1075660773,"ENPAK19","AK"
"1094","NW_006727020.1",5000001,6000000,501274,489630,111,0.226701795233135,1e+06,1076660773,"ENPAK19","AK"
"1095","NW_006727020.1",6000001,7000000,586659,573470,332,0.578931766265018,1e+06,1077660773,"ENPAK19","AK"
"1096","NW_006727020.1",7000001,8000000,471397,456926,564,1.2343355379208,1e+06,1078660773,"ENPAK19","AK"
"1097","NW_006727020.1",8000001,9000000,391672,378517,999,2.63924737858537,1e+06,1079660773,"ENPAK19","AK"
"1098","NW_006727020.1",9000001,10000000,321879,309697,450,1.45303312592631,1e+06,1080660773,"ENPAK19","AK"
"1099","NW_006727020.1",10000001,11000000,358926,346533,528,1.52366441291306,1e+06,1081660773,"ENPAK19","AK"
"1100","NW_006727020.1",11000001,12000000,297754,283862,415,1.46197800339602,1e+06,1082660773,"ENPAK19","AK"
"1101","NW_006727020.1",12000001,13000000,461857,441172,908,2.05815418929578,1e+06,1083660773,"ENPAK19","AK"
"1102","NW_006727020.1",13000001,14000000,420594,401723,694,1.72755854158213,1e+06,1084660773,"ENPAK19","AK"
"1103","NW_006727020.1",14000001,15000000,423981,402660,613,1.52237619828143,1e+06,1085660773,"ENPAK19","AK"
"1104","NW_006727020.1",15000001,16000000,487303,466372,387,0.829809679826405,1e+06,1086660773,"ENPAK19","AK"
"1105","NW_006727020.1",16000001,17000000,374454,358440,574,1.60138377413235,1e+06,1087660773,"ENPAK19","AK"
"1106","NW_006727020.1",17000001,18000000,427971,409974,974,2.37576041407504,1e+06,1088660773,"ENPAK19","AK"
"1107","NW_006727020.1",18000001,19000000,368530,349731,647,1.84999328054991,1e+06,1089660773,"ENPAK19","AK"
"1108","NW_006727020.1",19000001,19862793,277490,263011,540,2.05314606613412,862793,1090660773,"ENPAK19","AK"
"1109","NW_006727032.1",1,1000000,314524,291916,192,0.657723454692446,1e+06,1091523566,"ENPAK19","AK"
"1110","NW_006727043.1",1,1000000,294810,286385,430,1.50147528676432,1e+06,1092523566,"ENPAK19","AK"
"1111","NW_006727054.1",1,1000000,300327,292841,288,0.983468844868034,1e+06,1093523566,"ENPAK19","AK"
"1112","NW_006727065.1",1,1000000,227133,221068,153,0.692094740079975,1e+06,1094523566,"ENPAK19","AK"
"1113","NW_006727076.1",1,1000000,343369,333172,526,1.57876412183497,1e+06,1095523566,"ENPAK19","AK"
